user_id,total_emails,total_attachments,avg_email_size,max_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,total_logons,anomaly
ACL2943,3493,1028,525.2679645004295,6,90.0,0.0,0.0,0.0,479.8666666666667,0.0,1000.0,normal
ACM0100,2067,456,543.2776971456217,7,52.0,0.0,0.0,0.0,644.4423076923077,0.0,987.0,normal
ACM2278,2560,837,548.180078125,6,112.0,7.0,22.0,29.0,562.6607142857143,22.0,496.0,normal
ACM3964,232,140,543.7758620689655,6,28.0,0.0,0.0,0.0,676.4285714285714,0.0,999.0,normal
ACN2347,692,264,544.2225433526012,7,48.0,0.0,0.0,0.0,642.6041666666666,0.0,1227.0,normal
ACP2122,2174,370,530.1241950321987,6,124.0,0.0,0.0,0.0,226.13709677419354,0.0,1098.0,normal
ACR0331,2123,171,532.9995289684409,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ACR0748,2077,458,520.1800674049109,6,42.0,0.0,0.0,0.0,467.95238095238096,0.0,712.0,normal
ACS0128,2537,556,560.8868742609382,6,46.0,0.0,0.0,0.0,536.3260869565217,0.0,771.0,normal
ACS1921,2076,763,554.902697495183,6,3315.0,1072.0,1931.0,3003.0,551.375867269985,2074.0,920.0,anomaly
ACV1946,2099,599,560.6679371129109,6,1760.0,403.0,878.0,1281.0,565.4994318181818,752.0,1252.0,normal
ACW0426,697,183,503.15494978479194,6,11.0,0.0,0.0,0.0,552.1818181818181,0.0,712.0,normal
ACW0464,2546,379,547.8582089552239,7,0.0,0.0,0.0,0.0,0.0,0.0,2836.0,normal
ACW1707,3229,579,509.71972746980487,7,49.0,0.0,0.0,0.0,507.2244897959184,0.0,712.0,normal
ADB0350,2549,519,534.5433503334641,7,84.0,0.0,0.0,0.0,429.0952380952381,0.0,712.0,normal
ADB1105,2291,342,510.3884766477521,6,649.0,207.0,372.0,579.0,494.82588597842835,3956.0,614.0,normal
ADB3853,3280,653,557.2283536585365,6,54.0,0.0,0.0,0.0,625.7222222222222,0.0,712.0,normal
ADC1469,2074,410,579.059305689489,6,14.0,0.0,0.0,0.0,808.2857142857143,0.0,712.0,normal
ADG1430,2082,655,531.1325648414986,6,116.0,0.0,0.0,0.0,539.7068965517242,0.0,986.0,normal
ADG1737,3280,918,552.5237804878049,6,3703.0,1772.0,1169.0,2941.0,511.95814204698894,6070.0,1012.0,anomaly
ADH0975,697,271,523.2668579626973,7,200.0,0.0,0.0,0.0,709.37,0.0,948.0,normal
ADM0158,2335,475,531.2175588865097,7,12.0,0.0,0.0,0.0,482.5,0.0,744.0,normal
ADM0765,2090,304,538.8334928229665,7,25.0,0.0,0.0,0.0,476.32,0.0,712.0,normal
ADM0923,3235,961,564.7839258114374,7,1126.0,136.0,323.0,459.0,627.671403197158,278.0,1221.0,normal
ADM1894,2095,558,559.7116945107399,7,109.0,0.0,0.0,0.0,617.3577981651376,0.0,1177.0,normal
ADM2762,2104,385,529.8326996197719,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ADP1625,697,116,528.4017216642754,7,13.0,0.0,0.0,0.0,511.38461538461536,0.0,980.0,normal
ADP3667,331,185,536.190332326284,6,1165.0,374.0,674.0,1048.0,571.4678111587983,1129.0,1070.0,normal
ADR1517,231,119,553.077922077922,6,12.0,0.0,0.0,0.0,529.0833333333334,0.0,987.0,normal
ADS0763,2071,598,541.1492032834379,7,83.0,0.0,0.0,0.0,550.7469879518072,0.0,712.0,normal
ADS2428,2562,508,565.8391881342701,7,27.0,0.0,0.0,0.0,650.5555555555555,0.0,2818.0,normal
ADS2950,3462,976,518.6629116117851,6,995.0,88.0,174.0,262.0,470.01608040201006,159.0,837.0,normal
ADV1640,120,27,522.125,5,0.0,0.0,0.0,0.0,0.0,0.0,82.0,normal
ADV2467,2090,219,549.5066985645933,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ADW2832,230,49,562.0434782608696,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AEB1458,2092,568,522.5755258126195,6,172.0,0.0,0.0,0.0,559.8255813953489,0.0,712.0,normal
AEB3249,2105,321,567.4726840855107,6,327.0,81.0,90.0,171.0,585.5565749235474,268.0,993.0,normal
AEB3574,2348,680,584.6465076660988,7,313.0,93.0,170.0,263.0,565.2875399361022,724.0,1173.0,normal
AED1421,2112,604,539.3991477272727,6,8417.0,2807.0,4850.0,7657.0,568.632767019128,6119.0,906.0,anomaly
AEF2019,2095,427,535.362291169451,6,16.0,0.0,0.0,0.0,468.5625,0.0,712.0,normal
AEG1121,2127,612,533.1795956746591,6,61.0,0.0,0.0,0.0,537.1311475409836,0.0,624.0,normal
AEH0187,2148,415,536.9948789571695,7,175.0,0.0,0.0,0.0,541.4342857142857,0.0,912.0,normal
AEH2020,2084,582,546.3910748560461,6,60.0,0.0,0.0,0.0,596.5,0.0,995.0,normal
AEK3566,2074,564,567.5776277724204,7,33.0,0.0,0.0,0.0,592.9090909090909,0.0,960.0,normal
AEM0554,2949,706,545.9433706341133,6,493.0,0.0,0.0,0.0,485.12981744421904,0.0,1726.0,normal
AEP1930,2098,625,551.9022878932317,7,48.0,0.0,0.0,0.0,223.66666666666666,0.0,994.0,normal
AEW1442,2069,514,535.9598840019333,7,31.0,0.0,0.0,0.0,537.6451612903226,0.0,712.0,normal
AFB0904,232,125,563.125,6,2920.0,989.0,1658.0,2647.0,586.3931506849315,1420.0,1207.0,normal
AFB1626,694,82,556.157060518732,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AFB3228,2096,655,565.4413167938932,7,484.0,134.0,247.0,381.0,584.353305785124,6130.0,1162.0,normal
AFF1492,228,110,542.7236842105264,6,14.0,0.0,0.0,0.0,523.4285714285714,0.0,764.0,normal
AFH1757,3211,983,540.7589535970103,6,133.0,0.0,0.0,0.0,467.05263157894734,0.0,712.0,normal
AFK3800,3519,490,524.36203466894,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AFP2247,227,105,576.863436123348,6,17.0,0.0,0.0,0.0,480.8235294117647,0.0,712.0,normal
AFP2709,2854,547,539.9225648213035,6,1531.0,505.0,883.0,1388.0,511.1770084911822,8480.0,1383.0,normal
AGB0057,2318,474,540.711820534944,6,239.0,54.0,124.0,178.0,554.1297071129707,270.0,1052.0,normal
AGB3303,232,62,566.0301724137931,6,6.0,0.0,0.0,0.0,482.8333333333333,0.0,712.0,normal
AGC0445,2560,753,581.671875,6,78.0,0.0,0.0,0.0,734.3974358974359,0.0,712.0,normal
AGE1244,2092,429,540.2863288718929,6,41.0,0.0,0.0,0.0,644.8536585365854,0.0,712.0,normal
AGF0742,2140,557,548.8457943925233,6,10494.0,4153.0,5311.0,9464.0,542.9911377930246,6290.0,1232.0,anomaly
AGF1810,2120,578,550.0061320754717,6,389.0,0.0,0.0,0.0,556.6889460154241,0.0,860.0,normal
AGF2302,701,126,532.3794579172611,6,0.0,0.0,0.0,0.0,0.0,0.0,628.0,normal
AGG3958,236,144,547.6652542372881,6,14.0,0.0,0.0,0.0,723.3571428571429,0.0,712.0,normal
AGL1301,2107,576,511.21974371143807,6,1066.0,140.0,359.0,499.0,482.1106941838649,1426.0,984.0,normal
AGL3519,2103,603,531.452686638136,6,159.0,0.0,0.0,0.0,665.069182389937,0.0,995.0,normal
AGM0133,2584,222,567.0754643962848,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AGM3372,3499,660,542.611603315233,6,27.0,0.0,0.0,0.0,879.4444444444445,0.0,712.0,normal
AGM3504,3299,647,553.3861776295847,6,31.0,0.0,0.0,0.0,578.9032258064516,0.0,712.0,normal
AGS0063,2511,554,541.7654320987655,6,45.0,0.0,0.0,0.0,472.53333333333336,0.0,711.0,normal
AGS2462,2065,365,556.5452784503632,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AGW1590,3225,919,526.5085271317829,6,1002.0,311.0,555.0,866.0,542.9191616766467,778.0,1329.0,normal
AHB0648,2094,596,546.2631327602675,7,540.0,153.0,281.0,434.0,531.587037037037,709.0,1053.0,normal
AHC0232,688,96,531.1497093023256,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AHC1994,2328,565,536.5115979381443,7,792.0,233.0,435.0,668.0,546.7171717171717,708.0,1277.0,normal
AHC3277,235,68,559.3404255319149,6,2.0,0.0,0.0,0.0,657.0,0.0,712.0,normal
AHD2457,2090,661,520.0473684210526,6,110.0,0.0,0.0,0.0,533.8454545454546,0.0,712.0,normal
AHG1408,2106,279,502.81861348528014,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AHG3997,233,118,567.1158798283262,6,19.0,0.0,0.0,0.0,523.2105263157895,0.0,712.0,normal
AHH0495,2092,561,539.2848948374761,7,30.0,0.0,0.0,0.0,559.3666666666667,0.0,984.0,normal
AHH1966,2090,376,565.8086124401914,6,0.0,0.0,0.0,0.0,0.0,0.0,711.0,normal
AHK1988,2056,361,521.6969844357976,7,16.0,0.0,0.0,0.0,592.5,0.0,712.0,normal
AHM0959,3464,987,521.7661662817552,7,146.0,0.0,0.0,0.0,538.527397260274,0.0,962.0,normal
AHP0154,689,242,545.7271407837445,6,16.0,0.0,0.0,0.0,580.75,0.0,712.0,normal
AHS2348,705,145,526.5943262411347,7,10.0,0.0,0.0,0.0,712.7,0.0,712.0,normal
AIA2005,2040,353,521.8926470588235,7,16.0,0.0,0.0,0.0,466.75,0.0,458.0,normal
AIB0553,2094,532,539.074976122254,6,33.0,0.0,0.0,0.0,642.5757575757576,0.0,996.0,normal
AIB1567,236,100,557.7669491525423,6,18.0,0.0,0.0,0.0,603.3333333333334,0.0,712.0,normal
AIB3416,3469,1034,554.0051888152205,7,756.0,212.0,395.0,607.0,537.6230158730159,753.0,1225.0,normal
AIC1071,2098,247,546.2006673021925,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AID2774,234,135,532.7478632478633,6,12.0,0.0,0.0,0.0,477.5833333333333,0.0,902.0,normal
AIF1202,2101,368,529.4550214183722,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AIH2535,692,265,559.3656069364162,7,153.0,0.0,0.0,0.0,562.9803921568628,0.0,1027.0,normal
AIJ0383,3435,1084,557.4844250363901,7,170.0,0.0,0.0,0.0,465.6235294117647,0.0,993.0,normal
AIJ3995,230,110,507.97391304347826,7,5782.0,1956.0,3312.0,5268.0,550.6755447941889,771.0,920.0,anomaly
AIL2511,2079,446,565.5767195767196,7,49.0,0.0,0.0,0.0,542.6326530612245,0.0,712.0,normal
AIP1614,698,116,549.9441260744985,6,8700.0,3052.0,4921.0,7973.0,539.2764367816092,6095.0,1304.0,anomaly
AIS1082,2099,387,544.3959028108624,6,41.0,0.0,0.0,0.0,639.9268292682926,0.0,712.0,normal
AIT1264,2088,305,535.5498084291188,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AIV3936,230,128,573.1608695652174,6,14.0,0.0,0.0,0.0,701.1428571428571,0.0,995.0,normal
AIY3991,232,116,549.1077586206897,7,4.0,0.0,0.0,0.0,506.75,0.0,989.0,normal
AJB1380,2090,716,502.10143540669856,6,35.0,0.0,0.0,0.0,715.2571428571429,0.0,1213.0,normal
AJC0722,2075,588,524.0703614457831,7,47.0,0.0,0.0,0.0,475.8723404255319,0.0,712.0,normal
AJC3010,705,109,524.5744680851063,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AJG0240,2106,333,522.7792022792023,6,199.0,51.0,109.0,160.0,507.31658291457285,173.0,766.0,normal
AJH0279,2094,406,541.7655205348615,6,38.0,0.0,0.0,0.0,503.0,0.0,712.0,normal
AJH2110,2095,672,544.2219570405728,6,1028.0,317.0,594.0,911.0,537.8336575875486,771.0,1179.0,normal
AJH3517,2076,597,544.643063583815,6,107.0,0.0,0.0,0.0,579.196261682243,0.0,712.0,normal
AJK0611,2097,301,528.7773009060563,7,44.0,0.0,0.0,0.0,733.9545454545455,0.0,712.0,normal
AJM0243,2099,332,540.8675559790377,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AJM0345,232,56,559.2025862068965,7,569.0,178.0,336.0,514.0,563.6713532513181,709.0,1000.0,normal
AJM2385,4200,1116,529.7942857142857,6,112.0,0.0,0.0,0.0,588.5892857142857,0.0,712.0,normal
AJN1275,2123,556,533.0843146490815,6,58.0,0.0,0.0,0.0,530.6034482758621,0.0,1139.0,normal
AJO2788,233,125,553.6051502145923,5,27.0,0.0,0.0,0.0,624.8888888888889,0.0,712.0,normal
AJP1199,2096,251,535.3635496183206,6,23.0,0.0,0.0,0.0,661.6086956521739,0.0,1043.0,normal
AJQ0809,2324,414,578.736230636833,6,25.0,0.0,0.0,0.0,613.4,0.0,999.0,normal
AJS0616,2060,294,555.8582524271844,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AJS3021,4105,1152,572.425334957369,7,1191.0,112.0,218.0,330.0,631.1477749790092,357.0,1541.0,normal
AJS3899,2097,459,524.3638531235098,6,34.0,0.0,0.0,0.0,590.7058823529412,0.0,712.0,normal
AJV0176,2087,479,534.6214662194537,7,14.0,0.0,0.0,0.0,540.7857142857143,0.0,598.0,normal
AJW1246,2078,393,540.8079884504331,7,19.0,0.0,0.0,0.0,590.2631578947369,0.0,712.0,normal
AKB2312,961,233,522.0645161290323,6,11306.0,3821.0,6457.0,10278.0,512.7126304617018,8631.0,1042.0,anomaly
AKB3530,523,173,593.6902485659656,6,134.0,38.0,69.0,107.0,646.8507462686567,43.0,166.0,normal
AKC1929,2079,529,558.1231361231361,6,22.0,0.0,0.0,0.0,519.6818181818181,0.0,712.0,normal
AKC3739,3716,952,555.7268568353068,7,174.0,0.0,0.0,0.0,499.42528735632186,0.0,712.0,normal
AKD0272,2547,811,581.7903415783275,6,6475.0,2242.0,3624.0,5866.0,588.9077992277993,872.0,1204.0,anomaly
AKG2702,2109,750,557.6747273589378,7,2262.0,764.0,1261.0,2025.0,563.4518125552609,1378.0,1026.0,normal
AKH0454,4401,1404,544.9706884798909,7,1992.0,341.0,604.0,945.0,537.7198795180723,983.0,1364.0,normal
AKH1534,235,72,572.6127659574468,6,485.0,127.0,288.0,415.0,586.7835051546392,802.0,841.0,normal
AKI3229,2091,506,569.7374461979914,7,48.0,0.0,0.0,0.0,666.8333333333334,0.0,712.0,normal
AKK2125,2399,408,524.0621092121718,6,23.0,0.0,0.0,0.0,354.69565217391306,0.0,872.0,normal
AKL1305,2127,647,515.4640338504937,7,58.0,0.0,0.0,0.0,698.7068965517242,0.0,1356.0,normal
AKL1605,3228,492,526.591697645601,6,5497.0,1793.0,3217.0,5010.0,572.3532836092414,703.0,996.0,anomaly
AKP3573,2106,543,569.9335232668566,7,17.0,0.0,0.0,0.0,479.05882352941177,0.0,492.0,normal
AKS0298,698,206,545.7879656160459,6,7.0,0.0,0.0,0.0,556.2857142857143,0.0,712.0,normal
AKS3496,742,161,551.9043126684636,6,1325.0,491.0,678.0,1169.0,573.0867924528302,138.0,181.0,normal
AKS3705,227,97,529.1409691629956,6,9.0,0.0,0.0,0.0,631.7777777777778,0.0,712.0,normal
AKW1679,703,188,509.32290184921766,7,4.0,0.0,0.0,0.0,683.5,0.0,712.0,normal
ALB1254,2092,490,567.9220841300191,6,60.0,0.0,0.0,0.0,522.5333333333333,0.0,603.0,normal
ALB2395,4204,1037,523.6546146527118,7,72.0,0.0,0.0,0.0,605.3055555555555,0.0,712.0,normal
ALB3649,251,134,550.390438247012,6,1075.0,353.0,613.0,966.0,587.5227906976744,1503.0,1312.0,normal
ALC1060,2588,426,539.266228748068,7,32.0,0.0,0.0,0.0,699.5,0.0,2852.0,normal
ALD3508,2068,322,529.9758220502902,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ALH1494,233,103,542.0600858369098,6,24.0,0.0,0.0,0.0,372.9583333333333,0.0,712.0,normal
ALH1872,2096,514,543.2967557251908,7,18.0,0.0,0.0,0.0,535.4444444444445,0.0,712.0,normal
ALH2916,712,158,526.2991573033707,6,6.0,0.0,0.0,0.0,853.0,0.0,712.0,normal
ALL0289,2045,541,526.6528117359413,6,65.0,0.0,0.0,0.0,597.4615384615385,0.0,844.0,normal
ALN2046,2095,448,539.5431980906922,7,50.0,0.0,0.0,0.0,725.4,0.0,712.0,normal
ALP2955,3484,680,522.1656142365098,6,46.0,0.0,0.0,0.0,587.4565217391304,0.0,712.0,normal
ALS2596,2076,338,510.02360308285165,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ALS2669,2345,580,541.3078891257995,7,35.0,0.0,0.0,0.0,510.14285714285717,0.0,712.0,normal
ALS3440,3540,750,535.9036723163841,7,214.0,0.0,0.0,0.0,470.1588785046729,0.0,1097.0,normal
ALT1354,2093,350,539.1911132345915,6,33.0,0.0,0.0,0.0,280.42424242424244,0.0,712.0,normal
AMA2808,294,142,526.9795918367347,6,18.0,0.0,0.0,0.0,361.1111111111111,0.0,1432.0,normal
AMB3100,2547,952,544.4986258343149,6,621.0,162.0,337.0,499.0,570.3123993558776,346.0,1523.0,normal
AMB3208,2093,434,541.2422360248447,6,57.0,0.0,0.0,0.0,546.3157894736842,0.0,712.0,normal
AMD2728,2088,393,537.823275862069,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AME0732,705,201,542.3290780141843,6,12.0,0.0,0.0,0.0,505.75,0.0,712.0,normal
AME1361,2098,172,536.5324118207817,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
AME1490,246,82,524.9674796747968,6,7383.0,2404.0,4289.0,6693.0,595.584315318976,5204.0,973.0,anomaly
AMH1481,2100,467,605.64,6,17.0,0.0,0.0,0.0,555.5294117647059,0.0,712.0,normal
AMH3562,2063,522,571.0053320407173,7,28.0,0.0,0.0,0.0,524.1785714285714,0.0,712.0,normal
AMJ2374,3204,1038,553.0892634207241,6,1385.0,411.0,748.0,1159.0,550.2476534296029,1418.0,993.0,normal
AMJ3174,1681,397,526.866745984533,6,30.0,0.0,0.0,0.0,768.6,0.0,382.0,normal
AMM0734,2076,461,527.8733140655106,6,51.0,0.0,0.0,0.0,470.11764705882354,0.0,711.0,normal
AMM3906,2096,385,516.125,6,34.0,0.0,0.0,0.0,581.8529411764706,0.0,712.0,normal
AMN0911,3455,983,555.8460202604921,7,66.0,0.0,0.0,0.0,485.6818181818182,0.0,1190.0,normal
AMO0582,2090,534,529.3186602870813,7,20.0,0.0,0.0,0.0,546.8,0.0,712.0,normal
AMR0197,2094,453,530.3447946513849,7,13.0,0.0,0.0,0.0,580.2307692307693,0.0,712.0,normal
AMS0630,2113,425,518.2910553715097,7,92.0,0.0,0.0,0.0,578.7391304347826,0.0,712.0,normal
AMS0712,691,206,551.8248914616498,6,1367.0,410.0,815.0,1225.0,549.929041697147,783.0,1234.0,normal
ANB0938,698,232,558.8166189111748,7,32.0,0.0,0.0,0.0,689.9375,0.0,998.0,normal
ANB2766,692,239,522.6531791907514,6,486.0,75.0,161.0,236.0,569.6666666666666,266.0,1026.0,normal
ANC1319,2071,673,504.2679864799614,7,114.0,0.0,0.0,0.0,493.05263157894734,0.0,995.0,normal
ANC1834,2081,316,530.0192215281115,7,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ANC1950,2293,617,538.0396860008722,7,2990.0,1014.0,1664.0,2678.0,538.1140468227425,290.0,932.0,normal
ANF3332,235,128,558.5148936170212,6,850.0,153.0,476.0,629.0,559.2529411764706,266.0,1122.0,normal
ANH2482,2070,621,530.5169082125603,6,111.0,0.0,0.0,0.0,628.972972972973,0.0,712.0,normal
ANH3059,2090,490,510.68995215311,6,69.0,0.0,0.0,0.0,541.6086956521739,0.0,712.0,normal
ANK0777,2064,280,546.1012596899225,6,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
ANL3024,3196,1147,572.6664580725908,7,1620.0,483.0,971.0,1454.0,580.7296296296296,1446.0,1254.0,normal
ANM0564,2103,646,531.7394198763672,7,68.0,0.0,0.0,0.0,570.6911764705883,0.0,1031.0,normal
ANO2653,2103,725,538.5805991440799,6,93.0,0.0,0.0,0.0,571.3655913978495,0.0,1188.0,normal
AOC0982,697,272,525.4576757532282,7,8959.0,3104.0,5025.0,8129.0,526.1492354057373,6125.0,977.0,anomaly
AOD2178,229,111,531.8558951965066,6,28.0,0.0,0.0,0.0,564.0714285714286,0.0,712.0,normal
AOM1457,2334,555,512.598971722365,7,6147.0,2052.0,3515.0,5567.0,486.5876037091264,785.0,1034.0,anomaly
AOP1542,232,41,553.8448275862069,5,0.0,0.0,0.0,0.0,0.0,0.0,712.0,normal
APA1788,2114,573,504.41296121097446,7,1943.0,627.0,1118.0,1745.0,529.0010293360782,1401.0,1346.0,normal
APB1122,2108,714,549.0725806451613,6,1119.0,187.0,330.0,517.0,440.5924932975871,244.0,988.0,normal
